review_id,spot_name,city,province,travel_type,season,travel_month,trip_days,cost_cny_per_person,is_revisit,rating,review_text,recommend_index_raw,helpful_votes
TR011877,大云寺,临汾,山西,拍照旅行,春季,12,1,477,否,4,12月去的大云寺，情侣出行。地点在临汾，打车比较省心，现场高峰时段比较拥挤。这次玩了1天，人均花费约477元，氛围感不错。景点印象：整体环境还算干净整体感受是体验挺好，可以安排半天到一天。二刷意愿：否。,0%,85
TR011878,唐人文化园,南宁,广西,拍照旅行,春季,12,3,784,是,5,12月去的唐人文化园，和朋友出行。地点在南宁，公交换乘方便，现场人流量适中。这次玩了3天，人均花费约784元，拍照很出片。景点印象：整体环境还算干净整体感受是超出预期，以后还会来。二刷意愿：是。,0%,111
TR011879,黄荆原始森林,泸州,四川,文化打卡,秋季,7,1,563,否,4,7月去的黄荆原始森林，情侣出行。地点在泸州，地铁到达方便，现场人不算多。这次玩了1天，人均花费约563元，历史文化气息浓。景点印象：景区内空气清新，是天然氧吧，美景遍布。整体感受是体验挺好，周末来刚好。二刷意愿：否。,17%,66
TR011880,火山岛,防城港,广西,城市漫游,秋季,8,2,413,是,5,8月去的火山岛，和朋友出行。地点在防城港，地铁到达方便，现场人流量适中。这次玩了2天，人均花费约413元，夜景表现很好。景点印象：看火山熔岩形成的天然海岛，欣赏奇石、远古植物等迷人风光。整体感受是超出预期，以后还会来。二刷意愿：是。,0%,82
TR011881,禄充风景区,玉溪,云南,城市漫游,秋季,7,2,1071,是,3,7月去的禄充风景区，情侣出行。地点在玉溪，地铁到达方便，现场游客较多。这次玩了2天，人均花费约1071元，历史文化气息浓。景点印象：美丽的抚仙湖，奇特的笔架山，休闲度假的好去处。整体感受是中规中矩，别抱太高期待。二刷意愿：是。,9%,59
TR011882,山塘街,苏州,江苏,深度游,冬季,11,2,585,是,5,11月去的山塘街，情侣出行。地点在苏州，自驾停车需要提前规划，现场人不算多。这次玩了2天，人均花费约585元，夜景表现很好。景点印象：欣赏苏州老城风貌，参观会馆等古迹，乘游船，拍摄美丽的夜景。整体感受是超出预期，值得专门打卡。二刷意愿：是。,37%,62
TR011883,燧皇陵,商丘,河南,亲子出游,春季,2,1,736,是,5,2月去的燧皇陵，和家人出行。地点在商丘，地铁到达方便，现场游客较多。这次玩了1天，人均花费约736元，拍照很出片。景点印象：景点本身有一定特色整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,6%,63
TR011884,零陵古城,永州,湖南,周末短途,秋季,6,3,1099,是,5,6月去的零陵古城，和朋友出行。地点在永州，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约1099元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是超出预期，很推荐。二刷意愿：是。,0%,71
TR011885,圣母庙由此去,眉山,四川,周末短途,冬季,9,2,843,否,4,9月去的圣母庙由此去，情侣出行。地点在眉山，公交换乘方便，现场游客较多。这次玩了2天，人均花费约843元，氛围感不错。景点印象：整体环境还算干净整体感受是整体不错，周末来刚好。二刷意愿：否。,0%,23
TR011886,金山原始森林,玉溪,云南,拍照旅行,冬季,9,1,756,否,5,9月去的金山原始森林，情侣出行。地点在玉溪，地铁到达方便，现场游客较多。这次玩了1天，人均花费约756元，氛围感不错。景点印象：翠峰环秀，林海苍黛，碧翠映空，让你体验曾在梦境中出现过的，伸手触摸森林的感觉。整体感受是超出预期，很推荐。二刷意愿：否。,0%,71
TR011887,姐勒金塔,德宏,云南,深度游,秋季,6,1,236,是,4,6月去的姐勒金塔，和家人出行。地点在德宏，公交换乘方便，现场人流量适中。这次玩了1天，人均花费约236元，拍照很出片。景点印象：周边配套比较齐全整体感受是体验挺好，周末来刚好。二刷意愿：是。,17%,84
TR011888,单拐村,濮阳,河南,周末短途,冬季,10,4,1272,是,5,10月去的单拐村，情侣出行。地点在濮阳，地铁到达方便，现场高峰时段比较拥挤。这次玩了4天，人均花费约1272元，拍照很出片。景点印象：整体环境还算干净整体感受是超出预期，很推荐。二刷意愿：是。,0%,34
TR011889,星湖旅游景区,肇庆,广东,周末短途,春季,2,3,863,是,4,2月去的星湖旅游景区，和朋友出行。地点在肇庆，地铁到达方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约863元，夜景表现很好。景点印象：湖面划分为五个湖：东湖、青莲湖、中心湖、波海湖、里湖，堤上杨柳、凤凰木成行。整体感受是整体不错，推荐来看看。二刷意愿：是。,20%,93
TR011890,红光山大佛寺,乌鲁木齐,新疆,拍照旅行,冬季,9,3,1172,是,5,9月去的红光山大佛寺，和朋友出行。地点在乌鲁木齐，公交换乘方便，现场人不算多。这次玩了3天，人均花费约1172元，历史文化气息浓。景点印象：寺中肃穆庄严，是中国西北的第一大汉传佛教寺庙，香火旺盛。整体感受是挺惊喜，以后还会来。二刷意愿：是。,1%,94
TR011891,哈达河红色历史陈列馆,鸡西,黑龙江,亲子出游,冬季,10,3,639,是,5,10月去的哈达河红色历史陈列馆，情侣出行。地点在鸡西，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约639元，拍照很出片。景点印象：景点本身有一定特色整体感受是超出预期，以后还会来。二刷意愿：是。,0%,84
TR011892,三岔湖景区,资阳,四川,周末短途,春季,12,6,1561,是,5,12月去的三岔湖景区，一个人出行。地点在资阳，地铁到达方便，现场游客较多。这次玩了6天，人均花费约1561元，氛围感不错。景点印象：分布着113个大小岛屿的人工湖泊，烧烤、垂钓、喝茶任你选择。整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,87
TR011893,铁力市抗联陈列馆,伊春,黑龙江,周末短途,秋季,8,4,1366,否,3,8月去的铁力市抗联陈列馆，和家人出行。地点在伊春，自驾停车需要提前规划，现场人流量适中。这次玩了4天，人均花费约1366元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是还可以，按需选择。二刷意愿：否。,0%,68
TR011894,松涛水库,儋州,海南,拍照旅行,秋季,8,2,429,是,5,8月去的松涛水库，情侣出行。地点在儋州，公交换乘方便，现场游客较多。这次玩了2天，人均花费约429元，夜景表现很好。景点印象：整体环境还算干净整体感受是超出预期，很推荐。二刷意愿：是。,3%,70
TR011895,侗寨风情村,邵阳,湖南,深度游,夏季,4,7,1560,否,5,"4月去的侗寨风情村，情侣出行。地点在邵阳，公交换乘方便，现场人流量适中。这次玩了7天，人均花费约1560元，拍照很出片。景点印象：侗寨风情村
侗寨风情村距南山场部30公里，聚居着2800多名侗族乡亲，这里完整地保留着侗族人民原始、古朴、奇特的民族风情。村民住的全是一色的吊脚楼房；寨中有鼓楼、风雨桥，村民有自己的服饰、语言、节日、风俗，他们还时兴集体舞、对山歌、喝油…整体感受是挺惊喜，很推荐。二刷意愿：否。",0%,88
TR011896,二郎山,榆林,陕西,周末短途,秋季,7,2,510,否,5,7月去的二郎山，和朋友出行。地点在榆林，地铁到达方便，现场高峰时段比较拥挤。这次玩了2天，人均花费约510元，氛围感不错。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：否。,0%,94
TR011897,小象动物公园,遂宁,四川,深度游,夏季,4,1,322,是,4,4月去的小象动物公园，情侣出行。地点在遂宁，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约322元，拍照很出片。景点印象：整体环境还算干净整体感受是还蛮满意，可以安排半天到一天。二刷意愿：是。,0%,57
TR011898,梦幻海洋乐园,塔城,新疆,周末短途,秋季,6,3,1455,是,5,6月去的梦幻海洋乐园，和朋友出行。地点在塔城，自驾停车需要提前规划，现场人不算多。这次玩了3天，人均花费约1455元，夜景表现很好。景点印象：周边配套比较齐全整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,70
TR011899,五爱市场,沈阳,辽宁,深度游,冬季,11,2,907,是,5,11月去的五爱市场，情侣出行。地点在沈阳，地铁到达方便，现场人不算多。这次玩了2天，人均花费约907元，历史文化气息浓。景点印象：经营14大类，3万多个品种商品的全国第二大批发市场，占地极广、物美价廉。整体感受是特别满意，很推荐。二刷意愿：是。,0%,56
TR011900,高椅岭旅游区,郴州,湖南,拍照旅行,春季,1,1,442,是,5,1月去的高椅岭旅游区，情侣出行。地点在郴州，自驾停车需要提前规划，现场人不算多。这次玩了1天，人均花费约442元，拍照很出片。景点印象：高椅岭风景区是一处罕见的丹霞地貌处女地，景区树石相间、红岩绿水、险寨奇涧，构成一幅幅美丽的山水画卷，是一处不可多得的丹霞地貌奇观。整体感受是超出预期，很推荐。二刷意愿：是。,35%,64
TR011901,南山一棵树观景台,重庆,重庆,周末短途,秋季,8,7,1568,否,4,8月去的南山一棵树观景台，和家人出行。地点在重庆，公交换乘方便，现场人流量适中。这次玩了7天，人均花费约1568元，氛围感不错。景点印象：在观景台中，俯瞰山城美丽的夜景。整体感受是整体不错，可以安排半天到一天。二刷意愿：否。,20%,72
TR011902,勐远仙境,西双版纳,云南,城市漫游,秋季,7,2,544,是,5,7月去的勐远仙境，一个人出行。地点在西双版纳，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约544元，拍照很出片。景点印象：景点本身有一定特色整体感受是超出预期，很推荐。二刷意愿：是。,2%,91
TR011903,天桥沟-抗联密营遗址,丹东,辽宁,深度游,冬季,9,3,1056,是,4,9月去的天桥沟-抗联密营遗址，一个人出行。地点在丹东，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约1056元，氛围感不错。景点印象：整体环境还算干净整体感受是还蛮满意，可以安排半天到一天。二刷意愿：是。,0%,92
TR011904,东门老街,深圳,广东,拍照旅行,春季,1,2,431,是,5,1月去的东门老街，一个人出行。地点在深圳，自驾停车需要提前规划，现场游客较多。这次玩了2天，人均花费约431元，历史文化气息浓。景点印象：老牌商业步行街区，最早的商业中心，商店和小吃店聚集的地方，非常热闹。整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,113
TR011905,瓦子沟村,辽阳,辽宁,城市漫游,春季,2,2,491,是,5,2月去的瓦子沟村，和家人出行。地点在辽阳，打车比较省心，现场游客较多。这次玩了2天，人均花费约491元，夜景表现很好。景点印象：整体环境还算干净整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,61
TR011906,融水田头苗寨,柳州,广西,文化打卡,夏季,4,3,961,否,5,4月去的融水田头苗寨，一个人出行。地点在柳州，打车比较省心，现场人流量适中。这次玩了3天，人均花费约961元，夜景表现很好。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：否。,3%,105
TR011907,花竹村,宁德,福建,城市漫游,夏季,5,4,1232,是,5,5月去的花竹村，情侣出行。地点在宁德，公交换乘方便，现场高峰时段比较拥挤。这次玩了4天，人均花费约1232元，历史文化气息浓。景点印象：整体环境还算干净整体感受是特别满意，值得专门打卡。二刷意愿：是。,10%,32
TR011908,江门三十三墟街,江门,广东,周末短途,春季,1,5,1317,是,5,1月去的江门三十三墟街，情侣出行。地点在江门，地铁到达方便，现场人流量适中。这次玩了5天，人均花费约1317元，拍照很出片。景点印象：周边配套比较齐全整体感受是特别满意，很推荐。二刷意愿：是。,0%,83
TR011909,新四军军部旧址,宣城,安徽,亲子出游,冬季,11,1,325,否,5,11月去的新四军军部旧址，情侣出行。地点在宣城，自驾停车需要提前规划，现场人流量适中。这次玩了1天，人均花费约325元，历史文化气息浓。景点印象：整体环境还算干净整体感受是挺惊喜，很推荐。二刷意愿：否。,7%,76
TR011910,塔山阻击战纪念塔,葫芦岛,辽宁,亲子出游,夏季,4,3,462,是,5,"4月去的塔山阻击战纪念塔，情侣出行。地点在葫芦岛，打车比较省心，现场人流量适中。这次玩了3天，人均花费约462元，拍照很出片。景点印象：纪念塔位塔身背面有碑文。详述了战斗经过和英雄事迹。葫芦岛市区以东12公里的连山区塔山乡塔山村东楼台山顶, 西南距市区9公里。
烈士塔建于1963年10月，是为缅怀1948年辽沈战役塔山阻击战革命烈士而建立的。塔址是明朝天启年间的烽火台，群众称“…整体感受是超出预期，很推荐。二刷意愿：是。",2%,66
TR011911,金光庙,内江,四川,深度游,冬季,11,2,390,是,5,11月去的金光庙，和家人出行。地点在内江，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约390元，拍照很出片。景点印象：整体环境还算干净整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,40
TR011912,红柳滩,石河子,新疆,周末短途,夏季,3,2,465,是,5,3月去的红柳滩，和朋友出行。地点在石河子，地铁到达方便，现场人不算多。这次玩了2天，人均花费约465元，夜景表现很好。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：是。,0%,80
TR011913,王家祠堂,内江,四川,城市漫游,春季,1,3,680,是,5,1月去的王家祠堂，情侣出行。地点在内江，地铁到达方便，现场游客较多。这次玩了3天，人均花费约680元，氛围感不错。景点印象：整体环境还算干净整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,112
TR011914,湖心岛,岳阳,湖南,城市漫游,秋季,7,6,1560,是,5,7月去的湖心岛，情侣出行。地点在岳阳，自驾停车需要提前规划，现场人不算多。这次玩了6天，人均花费约1560元，拍照很出片。景点印象：位于龙源水库中央，岛上险峰怪石，弥不胜举，奇花异草，目不暇接；四围青山环抱，水波涟涟。远远望去，恰如白银盘里一青螺。整体感受是超出预期，值得专门打卡。二刷意愿：是。,2%,43
TR011915,阿合奇县无锡园,克孜勒苏柯尔克孜,新疆,周末短途,冬季,10,7,1527,是,5,10月去的阿合奇县无锡园，情侣出行。地点在克孜勒苏柯尔克孜，地铁到达方便，现场高峰时段比较拥挤。这次玩了7天，人均花费约1527元，拍照很出片。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：是。,0%,74
TR011916,郭亮隧道,新乡,河南,拍照旅行,春季,1,3,911,是,4,1月去的郭亮隧道，和朋友出行。地点在新乡，地铁到达方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约911元，夜景表现很好。景点印象：周边配套比较齐全整体感受是整体不错，可以安排半天到一天。二刷意愿：是。,5%,73
TR011917,郎德苗寨,黔东南,贵州,城市漫游,秋季,7,5,1152,否,4,7月去的郎德苗寨，和朋友出行。地点在黔东南，公交换乘方便，现场游客较多。这次玩了5天，人均花费约1152元，夜景表现很好。景点印象：这里依山傍水，四面被群山环抱，没有被过度开发，适合向往清净的朋友。整体感受是体验挺好，周末来刚好。二刷意愿：否。,7%,101
TR011918,堂安侗寨,黔东南,贵州,拍照旅行,春季,1,2,640,否,5,1月去的堂安侗寨，和朋友出行。地点在黔东南，自驾停车需要提前规划，现场游客较多。这次玩了2天，人均花费约640元，历史文化气息浓。景点印象：这里是一个真正的田园世界，四面环山，阡陌纵横。整体感受是挺惊喜，值得专门打卡。二刷意愿：否。,5%,104
TR011919,关帝山,吕梁,山西,城市漫游,秋季,6,3,577,是,5,6月去的关帝山，和家人出行。地点在吕梁，地铁到达方便，现场游客较多。这次玩了3天，人均花费约577元，夜景表现很好。景点印象：在山西省吕梁山中段地跨交城、方山两县之间，有一个蕴藏着丰富动植物资源的天然宝库，这就是距太原市150公里的关帝山（又称宫帝山、南阳山、三层崖）国家森林公园。该公园设在庞泉沟国家级自然保护区内，1992年9月经林业部批准建立，面积78万亩。整体感受是特别满意，以后还会来。二刷意愿：是。,0%,86
TR011920,泸山,凉山,四川,深度游,春季,12,3,965,是,5,12月去的泸山，和朋友出行。地点在凉山，地铁到达方便，现场人不算多。这次玩了3天，人均花费约965元，拍照很出片。景点印象：拔地而起的泸山，以“半壁撑霄汉，宁城列画屏”的气势与邛海构成川西南一大景区之一。整体感受是挺惊喜，以后还会来。二刷意愿：是。,6%,118
TR011921,银鼎山城市公园,广安,四川,周末短途,春季,12,1,417,否,5,12月去的银鼎山城市公园，情侣出行。地点在广安，自驾停车需要提前规划，现场人不算多。这次玩了1天，人均花费约417元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是挺惊喜，很推荐。二刷意愿：否。,0%,92
TR011922,通道芋头古侗寨,怀化,湖南,文化打卡,春季,12,2,724,否,5,12月去的通道芋头古侗寨，和家人出行。地点在怀化，地铁到达方便，现场高峰时段比较拥挤。这次玩了2天，人均花费约724元，拍照很出片。景点印象：整体环境还算干净整体感受是特别满意，很推荐。二刷意愿：否。,4%,100
TR011923,张公山公园,蚌埠,安徽,文化打卡,冬季,11,1,357,是,5,11月去的张公山公园，情侣出行。地点在蚌埠，公交换乘方便，现场人流量适中。这次玩了1天，人均花费约357元，氛围感不错。景点印象：周边配套比较齐全整体感受是超出预期，以后还会来。二刷意愿：是。,0%,37
TR011924,老山界景区,邵阳,湖南,深度游,夏季,4,5,1214,是,4,"4月去的老山界景区，和朋友出行。地点在邵阳，地铁到达方便，现场人不算多。这次玩了5天，人均花费约1214元，历史文化气息浓。景点印象：老山界景区
老山界是一片2万余亩的原始森林。1934年10月，红一方面军渡过湘江，进入广西，后经广西龙胜进入湖南蓬洞抵江头司。至此，军团一部分从江头司翻越老山界往通道方向前进。陆定一笔下的著名散文《老山界》，描写的就是当时的真实场景，即…整体感受是还蛮满意，推荐来看看。二刷意愿：是。",0%,45
TR011925,北方国际会展中心,邢台,河北,深度游,春季,1,3,1088,是,5,1月去的北方国际会展中心，一个人出行。地点在邢台，自驾停车需要提前规划，现场游客较多。这次玩了3天，人均花费约1088元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,100
TR011926,郭氏生态湖度假村,大庆,黑龙江,文化打卡,夏季,3,2,785,是,5,3月去的郭氏生态湖度假村，一个人出行。地点在大庆，公交换乘方便，现场高峰时段比较拥挤。这次玩了2天，人均花费约785元，氛围感不错。景点印象：郭氏生态湖位于乌裕尔河下游、301国道郭氏活鱼总店南1公里。距大庆市110公里，齐市40公里，水面2万余亩，盛产鲤鱼、鲫鱼、草鱼、胖头、黑鱼、嘎牙子、鲇鱼、柳根、虾、老头鱼、河蟹等几十种野生鱼类。栖息着丹顶鹤、大雁、白鹤、野鸭、河鸥、鸳鸯等…整体感受是超出预期，以后还会来。二刷意愿：是。,0%,90
TR011927,灵山大佛,无锡,江苏,拍照旅行,冬季,10,1,476,是,5,10月去的灵山大佛，一个人出行。地点在无锡，地铁到达方便，现场人流量适中。这次玩了1天，人均花费约476元，氛围感不错。景点印象：无锡地标之一，是高88米的铜佛像，来此抱一抱佛脚可祈求平安。整体感受是超出预期，很推荐。二刷意愿：是。,1%,37
TR011928,海上世界,深圳,广东,文化打卡,冬季,9,1,80,否,5,9月去的海上世界，和朋友出行。地点在深圳，地铁到达方便，现场人流量适中。这次玩了1天，人均花费约80元，夜景表现很好。景点印象：曾经的豪华游轮改造的海上旅游中心，晚上有音乐喷泉表演，夜景很美。整体感受是超出预期，以后还会来。二刷意愿：否。,0%,69
TR011929,青松山狩猎场,齐齐哈尔,黑龙江,周末短途,春季,12,2,609,是,5,"12月去的青松山狩猎场，和朋友出行。地点在齐齐哈尔，公交换乘方便，现场游客较多。这次玩了2天，人均花费约609元，氛围感不错。景点印象：青松山对外开放狩猎场是我国对外开放的第一座全封闭型 山鸡狩猎场。位于齐齐哈尔市北郊，距城区五十公里。座落在 茂密的森林之中。猎区内既有水源，又有灌木丛和浆果林，生 态环境优美，为山鸡的生息繁衍提供了优越的自然条件。
　　猎场建有现代化…整体感受是特别满意，很推荐。二刷意愿：是。",1%,37
TR011930,猕猴洞,东方,海南,深度游,秋季,6,6,1932,否,4,6月去的猕猴洞，和朋友出行。地点在东方，自驾停车需要提前规划，现场游客较多。这次玩了6天，人均花费约1932元，拍照很出片。景点印象：猕猴洞是猕猴岭上一个神秘而美丽的岩洞，是东方市的一个奇特的景点。 猕猴洞深百余丈，洞内面积2000多平方米，洞口周围的山脊密密的长着油楠、子京、青梅等参天古木。进入洞口约5米处，有一座形貌似慈祥的女人石像。猕猴洞的前洞厅里石笋丛生，石像…整体感受是体验挺好，周末来刚好。二刷意愿：否。,0%,59
TR011931,东极岛风景区,舟山,浙江,城市漫游,秋季,7,6,2093,否,2,7月去的东极岛风景区，和朋友出行。地点在舟山，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了6天，人均花费约2093元，拍照很出片。景点印象：体验渔家风情，看祖国东端的壮美日出。整体感受是没达到预期，建议谨慎前往。二刷意愿：否。,12%,45
TR011932,凌霄塔,榆林,陕西,城市漫游,春季,1,4,1138,是,5,1月去的凌霄塔，情侣出行。地点在榆林，自驾停车需要提前规划，现场人不算多。这次玩了4天，人均花费约1138元，夜景表现很好。景点印象：亦名文笔塔。位于城西300米处东山岗上，始建于明万历三十五年。塔底层周长33．9米，通高30．8米，共13层。通体砖砌结构，呈八角柱体形。塔层层砖雕斗拱脚檐，木椽挑檐角，并挂有风铃，迎风叮当，如同奏乐。塔顶为圆形砖拱，上覆琉璃碧瓦。塔内有砖…整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,7%,108
TR011933,玉女峰,连云港,江苏,文化打卡,春季,1,1,287,否,5,1月去的玉女峰，和朋友出行。地点在连云港，公交换乘方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约287元，拍照很出片。景点印象：江苏省最高峰，海上日出，云台铺海，群山俯伏，阡陌纵横。整体感受是特别满意，值得专门打卡。二刷意愿：否。,1%,83
TR011934,道银村旧址,白沙,海南,亲子出游,冬季,11,2,527,是,5,11月去的道银村旧址，情侣出行。地点在白沙，地铁到达方便，现场人不算多。这次玩了2天，人均花费约527元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是特别满意，以后还会来。二刷意愿：是。,0%,88
TR011935,万达国际电影城,包头,内蒙古,城市漫游,春季,2,1,464,否,3,2月去的万达国际电影城，和家人出行。地点在包头，公交换乘方便，现场游客较多。这次玩了1天，人均花费约464元，氛围感不错。景点印象：整体环境还算干净整体感受是中规中矩，别抱太高期待。二刷意愿：否。,0%,63
TR011936,狮城公园,沧州,河北,文化打卡,秋季,7,1,476,是,5,7月去的狮城公园，一个人出行。地点在沧州，公交换乘方便，现场人不算多。这次玩了1天，人均花费约476元，夜景表现很好。景点印象：整体环境还算干净整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,87
TR011937,红旗街商业区,长春,吉林,深度游,冬季,10,3,1014,否,3,10月去的红旗街商业区，和朋友出行。地点在长春，打车比较省心，现场人不算多。这次玩了3天，人均花费约1014元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是还可以，按需选择。二刷意愿：否。,0%,58
TR011938,云景牛山,宣城,安徽,城市漫游,春季,1,3,755,否,2,1月去的云景牛山，一个人出行。地点在宣城，打车比较省心，现场人流量适中。这次玩了3天，人均花费约755元，拍照很出片。景点印象：周边配套比较齐全整体感受是略失望，可考虑其他景点。二刷意愿：否。,0%,72
TR011939,三仙山风景区,烟台,山东,拍照旅行,夏季,5,1,339,是,5,5月去的三仙山风景区，情侣出行。地点在烟台，公交换乘方便，现场游客较多。这次玩了1天，人均花费约339元，拍照很出片。景点印象：气势雄伟的仿古建筑群再现了神话中“三仙山”的仙境之美。整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,10%,71
TR011940,容州古城,玉林,广西,亲子出游,秋季,8,2,306,是,5,8月去的容州古城，情侣出行。地点在玉林，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约306元，氛围感不错。景点印象：景点本身有一定特色整体感受是特别满意，以后还会来。二刷意愿：是。,0%,74
TR011941,文殊山,嘉峪关,甘肃,深度游,春季,1,2,629,是,5,1月去的文殊山，一个人出行。地点在嘉峪关，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约629元，夜景表现很好。景点印象：周边配套比较齐全整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,56
TR011942,王村瀑布,湘西,湖南,亲子出游,春季,1,4,919,是,5,1月去的王村瀑布，情侣出行。地点在湘西，地铁到达方便，现场游客较多。这次玩了4天，人均花费约919元，拍照很出片。景点印象：国内首屈一指的天然瀑布，吊脚楼群环绕，壮阔优美整体感受是挺惊喜，以后还会来。二刷意愿：是。,0%,70
TR011943,文殊阁,营口,辽宁,深度游,秋季,6,1,444,是,4,6月去的文殊阁，一个人出行。地点在营口，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了1天，人均花费约444元，氛围感不错。景点印象：整体环境还算干净整体感受是整体不错，周末来刚好。二刷意愿：是。,0%,51
TR011944,沙湖景区-自驾艇飞伞,石嘴山,宁夏,亲子出游,春季,2,1,167,否,4,2月去的沙湖景区-自驾艇飞伞，一个人出行。地点在石嘴山，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约167元，氛围感不错。景点印象：景点本身有一定特色整体感受是体验挺好，周末来刚好。二刷意愿：否。,0%,72
TR011945,恐龙国家地质公园,昌吉,新疆,亲子出游,秋季,8,3,626,是,5,8月去的恐龙国家地质公园，和朋友出行。地点在昌吉，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约626元，氛围感不错。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：是。,0%,70
TR011946,龙山石窟,太原,山西,深度游,春季,1,3,1209,否,3,1月去的龙山石窟，和朋友出行。地点在太原，公交换乘方便，现场人不算多。这次玩了3天，人均花费约1209元，氛围感不错。景点印象：国内较大的道教石窟，无论是三清老祖神仙像，还是王重阳道教真人像，个个都神态传神。整体感受是还可以，别抱太高期待。二刷意愿：否。,1%,40
TR011947,兴隆温泉水上乐园,濮阳,河南,拍照旅行,春季,12,2,565,否,2,12月去的兴隆温泉水上乐园，和家人出行。地点在濮阳，自驾停车需要提前规划，现场人不算多。这次玩了2天，人均花费约565元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是没达到预期，不建议高峰来。二刷意愿：否。,0%,52
TR011948,鸡冠山国家森林公园,通化,吉林,亲子出游,春季,2,2,742,是,5,2月去的鸡冠山国家森林公园，和朋友出行。地点在通化，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约742元，历史文化气息浓。景点印象：整体环境还算干净整体感受是挺惊喜，以后还会来。二刷意愿：是。,4%,77
TR011949,仰天湖大草原,郴州,湖南,深度游,秋季,6,4,951,是,5,6月去的仰天湖大草原，和朋友出行。地点在郴州，打车比较省心，现场人流量适中。这次玩了4天，人均花费约951元，历史文化气息浓。景点印象：仰天湖，又称仰天湖大草原，是在苔质台地草原腹地中镶嵌着一汪碧绿的水泊，景区内不仅囊括了高原旷野上的草原湿地景观，也有千姿百态、鬼斧神工的安源石林和平头山寨，还涵盖有十里杜鹃、雾海重田、高山观日、晴雪云耕、通天洞峡、滴水岱瀑等十大景…整体感受是特别满意，值得专门打卡。二刷意愿：是。,5%,85
TR011950,凤凰谷,曲靖,云南,文化打卡,春季,12,3,577,否,5,12月去的凤凰谷，和家人出行。地点在曲靖，打车比较省心，现场游客较多。这次玩了3天，人均花费约577元，夜景表现很好。景点印象：整体环境还算干净整体感受是挺惊喜，以后还会来。二刷意愿：否。,0%,90
TR011951,云蒙山皇家森林公园,保定,河北,深度游,春季,2,1,719,是,5,2月去的云蒙山皇家森林公园，和家人出行。地点在保定，自驾停车需要提前规划，现场人流量适中。这次玩了1天，人均花费约719元，氛围感不错。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,0%,83
TR011952,海湾公园,厦门,福建,深度游,冬季,9,1,762,是,5,9月去的海湾公园，和家人出行。地点在厦门，公交换乘方便，现场人流量适中。这次玩了1天，人均花费约762元，氛围感不错。景点印象：可在公园内远眺大海，吹海风，附近的酒吧街更是泡吧族们的最爱。整体感受是挺惊喜，以后还会来。二刷意愿：是。,2%,85
TR011953,五手妙法堂,阜新,辽宁,深度游,春季,12,2,780,否,3,12月去的五手妙法堂，一个人出行。地点在阜新，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约780元，夜景表现很好。景点印象：景点本身有一定特色整体感受是中规中矩，别抱太高期待。二刷意愿：否。,0%,62
